record_id,employee_id,event_id,date,due_date,status,completion_pct,score,feedback_rating,assigned_by,employee_role,employee_grade,employee_work_format,employee_preferred_language,employee_hire_date,event_type,event_format,duration_hours,mandatory,tenure_days_at_activity,attempt_number,prior_same_event_attempts,employee_prior_outcomes,employee_completion_rate_before,employee_dropped_rate_before,employee_no_show_rate_before,employee_declined_rate_before,employee_format_prior_outcomes,employee_format_completion_rate_before,employee_type_prior_outcomes,employee_type_completion_rate_before,event_prior_outcomes,event_completion_rate_before,is_first_employee_activity,days_since_previous_activity,outcome_class,completed_label
R001622,E0065,EV_037,2025-12-15,,completed,100,,4.0,self,QA Engineer,Middle,hybrid,en,2022-08-01,mentoring,online,12,False,1232,1,0,6,0.5,0.2,0.1,0.2,2,0.5,0,0.5,67,0.7246376811594203,0,12,completed,1
R001623,E0067,EV_005,2025-12-15,,completed,100,88.0,3.0,manager,Frontend Engineer,Middle,hybrid,ru,2024-10-16,course,online,16,False,425,1,0,6,0.7,0.1,0.1,0.1,2,0.75,1,0.6666666666666666,23,0.48,0,32,completed,1
R001624,E0092,EV_012,2025-12-15,,dropped,70,,,manager,Backend Engineer,Middle,office,en,2024-10-11,course,self_paced,24,False,430,1,0,2,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.16666666666666666,0,0.5,1,0.6666666666666666,16,0.4444444444444444,0,26,dropped,0
R001625,E0112,EV_040,2025-12-15,,completed,100,,4.0,self,Customer Support Specialist,Senior,hybrid,ru,2019-12-30,workshop,offline,4,False,2177,1,0,8,0.5833333333333334,0.16666666666666666,0.08333333333333333,0.16666666666666666,0,0.5,4,0.6666666666666666,80,0.7073170731707317,0,4,completed,1
R001626,E0045,EV_032,2025-12-16,,completed,100,,3.0,hr,Sales Manager,Junior,office,kk,2025-03-28,workshop,offline,8,False,263,1,0,2,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,1,0.6666666666666666,1,0.6666666666666666,18,0.75,0,43,completed,1
R001627,E0047,EV_007,2025-12-16,,no_show,0,,,self,Backend Engineer,Middle,office,ru,2022-12-22,mentoring,online,8,False,1090,1,0,10,0.5714285714285714,0.21428571428571427,0.14285714285714285,0.07142857142857142,4,0.8333333333333334,1,0.6666666666666666,12,0.5714285714285714,0,43,no_show,0
R001628,E0092,EV_006,2025-12-16,,completed,100,,,self,Backend Engineer,Middle,office,en,2024-10-11,workshop,offline,12,False,431,1,0,3,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.14285714285714285,0,0.5,0,0.5,15,0.5882352941176471,0,1,completed,1
R001629,E0147,EV_037,2025-12-16,,completed,100,,5.0,self,Frontend Engineer,Middle,office,ru,2024-05-27,mentoring,online,12,False,568,1,0,5,0.5555555555555556,0.1111111111111111,0.2222222222222222,0.1111111111111111,1,0.6666666666666666,0,0.5,68,0.7285714285714285,0,43,completed,1
R001630,E0192,EV_005,2025-12-16,,completed,100,83.0,2.0,self,Backend Engineer,Junior,hybrid,ru,2024-12-11,course,online,16,False,370,1,0,6,0.6,0.1,0.1,0.2,2,0.75,0,0.5,24,0.5,0,43,completed,1
R001631,E0077,EV_030,2025-12-17,,completed,100,,5.0,self,HR Business Partner,Junior,office,ru,2025-09-15,workshop,online,4,False,93,1,0,1,0.4,0.2,0.2,0.2,1,0.6666666666666666,1,0.6666666666666666,7,0.6666666666666666,0,41,completed,1
R001632,E0053,EV_040,2025-12-18,,no_show,0,,,self,QA Engineer,Junior,remote,kk,2024-05-28,workshop,offline,4,False,569,1,0,7,0.2727272727272727,0.18181818181818182,0.45454545454545453,0.09090909090909091,5,0.14285714285714285,6,0.25,81,0.7108433734939759,0,45,no_show,0
R001633,E0080,EV_020,2025-12-18,,dropped,10,,,self,Data Analyst,Senior,hybrid,ru,2018-08-15,course,self_paced,40,False,2682,1,0,8,0.4166666666666667,0.3333333333333333,0.16666666666666666,0.08333333333333333,3,0.2,6,0.375,8,0.7,0,45,dropped,0
R001634,E0099,EV_039,2025-12-18,,declined,0,,,manager,HR Business Partner,Middle,hybrid,ru,2022-05-17,workshop,online,3,False,1311,1,0,6,0.4,0.3,0.2,0.1,5,0.42857142857142855,5,0.42857142857142855,54,0.7857142857142857,0,45,declined,0
R001635,E0104,EV_004,2025-12-18,2025-12-28,completed,100,,5.0,hr,Sales Manager,Junior,remote,ru,2025-11-28,onboarding,offline,8,True,20,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,0,17,not_training_eligible,
R001636,E0111,EV_018,2025-12-18,,completed,100,86.0,4.0,self,QA Engineer,Middle,office,ru,2024-06-19,course,online,24,False,547,1,0,5,0.6666666666666666,0.1111111111111111,0.1111111111111111,0.1111111111111111,2,0.75,1,0.6666666666666666,11,0.6153846153846154,0,45,completed,1
R001637,E0149,EV_036,2025-12-18,,completed,100,,,self,Sales Manager,Middle,office,ru,2022-10-26,meetup,offline,2,False,1149,5,4,9,0.6923076923076923,0.07692307692307693,0.15384615384615385,0.07692307692307693,5,0.8571428571428571,4,0.8333333333333334,93,0.6736842105263158,0,45,completed,1
R001638,E0167,EV_030,2025-12-18,,completed,100,,,manager,HR Business Partner,Junior,hybrid,kk,2025-11-18,workshop,online,4,False,30,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,8,0.7,0,8,completed,1
R001639,E0171,EV_037,2025-12-18,,completed,100,,,self,QA Engineer,Middle,hybrid,ru,2024-11-18,mentoring,online,12,False,395,1,0,2,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.16666666666666666,1,0.3333333333333333,0,0.5,69,0.7323943661971831,0,45,completed,1
R001640,E0152,EV_001,2025-12-19,2026-01-18,completed,100,89.0,,hr,Sales Manager,Junior,remote,kk,2025-12-16,compliance,self_paced,2,True,3,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,1,-1,not_training_eligible,
R001641,E0152,EV_002,2025-12-19,2026-01-18,completed,100,77.0,,hr,Sales Manager,Junior,remote,kk,2025-12-16,compliance,self_paced,2,True,3,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,1,-1,not_training_eligible,
R001642,E0152,EV_003,2025-12-19,2026-01-18,completed,100,72.0,,hr,Sales Manager,Junior,remote,kk,2025-12-16,compliance,self_paced,2,True,3,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,1,-1,not_training_eligible,
R001643,E0017,EV_036,2025-12-22,,completed,100,,,self,Product Manager,Senior,office,ru,2019-02-26,meetup,offline,2,False,2491,2,1,9,0.7692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,4,0.8333333333333334,1,0.6666666666666666,94,0.6770833333333334,0,14,completed,1
R001644,E0046,EV_036,2025-12-22,,completed,100,,2.0,hr,Sales Manager,Middle,hybrid,ru,2024-02-26,meetup,offline,2,False,665,2,1,10,0.6428571428571429,0.21428571428571427,0.07142857142857142,0.07142857142857142,4,0.6666666666666666,1,0.6666666666666666,94,0.6770833333333334,0,17,completed,1
R001645,E0053,EV_005,2025-12-22,,no_show,0,,,self,QA Engineer,Junior,remote,kk,2024-05-28,course,online,16,False,573,1,0,8,0.25,0.16666666666666666,0.5,0.08333333333333333,2,0.75,1,0.6666666666666666,25,0.5185185185185185,0,4,no_show,0
R001646,E0089,EV_004,2025-12-22,2025-12-31,completed,100,,3.0,hr,Sales Manager,Junior,hybrid,kk,2025-12-01,onboarding,offline,8,True,21,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,0,18,not_training_eligible,
R001647,E0141,EV_004,2025-12-22,2025-12-27,completed,100,,,hr,Frontend Engineer,Junior,remote,kk,2025-11-27,onboarding,offline,8,True,25,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,0,21,not_training_eligible,
R001648,E0158,EV_036,2025-12-22,,completed,100,,,hr,Sales Manager,Senior,office,kk,2018-08-27,meetup,offline,2,False,2674,1,0,7,0.45454545454545453,0.09090909090909091,0.18181818181818182,0.2727272727272727,2,0.5,0,0.5,94,0.6770833333333334,0,18,completed,1
R001649,E0182,EV_040,2025-12-22,,completed,100,,,self,Frontend Engineer,Middle,office,ru,2024-06-14,workshop,offline,4,False,556,1,0,4,0.375,0.125,0.25,0.25,2,0.25,1,0.6666666666666666,82,0.7023809523809523,0,47,completed,1
R001650,E0047,EV_007,2025-12-23,,dropped,80,,2.0,self,Backend Engineer,Middle,office,ru,2022-12-22,mentoring,online,8,False,1097,2,1,11,0.5333333333333333,0.2,0.2,0.06666666666666667,5,0.7142857142857143,2,0.5,13,0.5333333333333333,0,7,dropped,0
R001651,E0067,EV_015,2025-12-23,,completed,100,76.0,5.0,manager,Frontend Engineer,Middle,hybrid,ru,2024-10-16,course,self_paced,6,False,433,1,0,7,0.7272727272727273,0.09090909090909091,0.09090909090909091,0.09090909090909091,1,0.6666666666666666,2,0.75,9,0.9090909090909091,0,8,completed,1
R001652,E0097,EV_036,2025-12-24,,declined,0,,,manager,Backend Engineer,Senior,office,kk,2024-02-16,meetup,offline,2,False,677,1,0,6,0.5,0.2,0.1,0.2,1,0.3333333333333333,0,0.5,97,0.6868686868686869,0,15,declined,0
R001653,E0160,EV_036,2025-12-24,,completed,100,,,self,Customer Support Specialist,Junior,hybrid,ru,2024-11-13,meetup,offline,2,False,406,4,3,8,0.5833333333333334,0.08333333333333333,0.16666666666666666,0.16666666666666666,4,0.5,3,0.4,97,0.6868686868686869,0,20,completed,1
R001654,E0021,EV_037,2025-12-25,,no_show,0,,,hr,Customer Support Specialist,Middle,remote,ru,2024-09-12,mentoring,online,12,False,469,1,0,4,0.5,0.125,0.25,0.125,2,0.75,0,0.5,70,0.7361111111111112,0,30,no_show,0
R001655,E0028,EV_012,2025-12-25,,completed,100,87.0,,manager,Backend Engineer,Middle,hybrid,kk,2022-05-23,course,self_paced,24,False,1312,1,0,4,0.375,0.25,0.25,0.125,0,0.5,1,0.3333333333333333,17,0.42105263157894735,0,49,completed,1
R001656,E0057,EV_040,2025-12-25,,completed,100,,4.0,self,Sales Manager,Senior,hybrid,kk,2023-10-19,workshop,offline,4,False,798,1,0,6,0.6,0.1,0.2,0.1,1,0.6666666666666666,2,0.75,83,0.7058823529411765,0,52,completed,1
R001657,E0113,EV_036,2025-12-25,,completed,100,,,self,Product Manager,Junior,office,ru,2025-02-14,meetup,offline,2,False,314,1,0,1,0.4,0.2,0.2,0.2,0,0.5,0,0.5,99,0.6831683168316832,0,52,completed,1
R001658,E0178,EV_001,2025-12-25,2026-01-24,overdue,40,,,hr,Backend Engineer,Middle,remote,kk,2025-12-22,compliance,self_paced,2,True,3,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,1,-1,not_training_eligible,
R001659,E0178,EV_002,2025-12-25,2026-01-24,completed,100,85.0,,hr,Backend Engineer,Middle,remote,kk,2025-12-22,compliance,self_paced,2,True,3,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,1,-1,not_training_eligible,
R001660,E0178,EV_003,2025-12-25,2026-01-24,completed,100,85.0,,hr,Backend Engineer,Middle,remote,kk,2025-12-22,compliance,self_paced,2,True,3,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,1,-1,not_training_eligible,
R001661,E0016,EV_001,2025-12-26,2026-01-25,overdue,0,,,hr,Backend Engineer,Junior,office,ru,2025-12-23,compliance,self_paced,2,True,3,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,1,-1,not_training_eligible,
R001662,E0016,EV_002,2025-12-26,2026-01-25,overdue,0,,,hr,Backend Engineer,Junior,office,ru,2025-12-23,compliance,self_paced,2,True,3,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,1,-1,not_training_eligible,
R001663,E0016,EV_003,2025-12-26,2026-01-25,completed,100,73.0,,hr,Backend Engineer,Junior,office,ru,2025-12-23,compliance,self_paced,2,True,3,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,1,-1,not_training_eligible,
R001664,E0022,EV_001,2025-12-26,2026-01-25,overdue,0,,,hr,Data Analyst,Junior,hybrid,kk,2025-12-23,compliance,self_paced,2,True,3,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,1,-1,not_training_eligible,
R001665,E0022,EV_002,2025-12-26,2026-01-25,completed,100,70.0,,hr,Data Analyst,Junior,hybrid,kk,2025-12-23,compliance,self_paced,2,True,3,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,1,-1,not_training_eligible,
R001666,E0022,EV_003,2025-12-26,2026-01-25,completed,100,70.0,,hr,Data Analyst,Junior,hybrid,kk,2025-12-23,compliance,self_paced,2,True,3,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,1,-1,not_training_eligible,
R001667,E0063,EV_019,2025-12-26,,completed,100,,4.0,manager,QA Engineer,Lead,office,kk,2023-08-29,workshop,offline,8,False,850,1,0,2,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.16666666666666666,1,0.6666666666666666,1,0.6666666666666666,23,0.4,0,53,completed,1
R001668,E0095,EV_028,2025-12-26,,completed,100,,3.0,manager,HR Business Partner,Middle,office,kk,2021-12-20,workshop,online,4,False,1467,3,2,7,0.45454545454545453,0.18181818181818182,0.18181818181818182,0.18181818181818182,6,0.5,5,0.42857142857142855,7,0.5555555555555556,0,38,completed,1
R001669,E0148,EV_037,2025-12-26,,completed,100,,4.0,hr,Sales Manager,Lead,office,kk,2020-08-18,mentoring,online,12,False,1956,1,0,7,0.6363636363636364,0.09090909090909091,0.18181818181818182,0.09090909090909091,4,0.6666666666666666,0,0.5,71,0.726027397260274,0,53,completed,1
R001670,E0170,EV_016,2025-12-26,,completed,100,,5.0,self,Frontend Engineer,Middle,hybrid,ru,2025-04-24,workshop,online,4,False,246,1,0,4,0.25,0.25,0.25,0.25,2,0.25,1,0.3333333333333333,21,0.782608695652174,0,53,completed,1
R001671,E0183,EV_014,2025-12-26,,completed,100,,5.0,self,Frontend Engineer,Middle,office,ru,2025-09-22,workshop,offline,8,False,95,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,7,0.6666666666666666,0,88,completed,1
R001672,E0192,EV_036,2025-12-26,,no_show,0,,,self,Backend Engineer,Junior,hybrid,ru,2024-12-11,meetup,offline,2,False,380,1,0,7,0.6363636363636364,0.09090909090909091,0.09090909090909091,0.18181818181818182,4,0.6666666666666666,0,0.5,100,0.6862745098039216,0,10,no_show,0
R001673,E0083,EV_039,2025-12-29,,completed,100,,,self,Customer Support Specialist,Senior,hybrid,ru,2025-01-30,workshop,online,3,False,333,1,0,2,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.16666666666666666,2,0.5,2,0.5,55,0.7719298245614035,0,56,completed,1
R001674,E0152,EV_004,2025-12-29,2026-01-15,completed,100,,2.0,hr,Sales Manager,Junior,remote,kk,2025-12-16,onboarding,offline,8,True,13,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,0,10,not_training_eligible,
R001675,E0175,EV_038,2025-12-29,,dropped,60,,,manager,Backend Engineer,Lead,hybrid,kk,2016-10-03,course,online,16,False,3374,1,0,2,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.16666666666666666,1,0.6666666666666666,1,0.6666666666666666,46,0.7291666666666666,0,56,dropped,0
R001676,E0157,EV_018,2025-12-30,,completed,100,92.0,5.0,self,QA Engineer,Junior,remote,kk,2025-10-13,course,online,24,False,78,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,12,0.6428571428571429,0,57,completed,1
R001677,E0160,EV_036,2025-12-30,,no_show,0,,,hr,Customer Support Specialist,Junior,hybrid,ru,2024-11-13,meetup,offline,2,False,412,5,4,9,0.6153846153846154,0.07692307692307693,0.15384615384615385,0.15384615384615385,5,0.5714285714285714,4,0.5,101,0.6796116504854369,0,6,no_show,0
R001678,E0041,EV_037,2025-12-31,,completed,100,,5.0,self,Product Manager,Senior,office,kk,2023-09-22,mentoring,online,12,False,831,1,0,6,0.5,0.2,0.1,0.2,1,0.3333333333333333,0,0.5,72,0.7297297297297297,0,58,completed,1
R001679,E0053,EV_040,2025-12-31,,no_show,0,,,self,QA Engineer,Junior,remote,kk,2024-05-28,workshop,offline,4,False,582,2,1,9,0.23076923076923078,0.15384615384615385,0.5384615384615384,0.07692307692307693,6,0.125,7,0.2222222222222222,84,0.7093023255813954,0,9,no_show,0
R001680,E0099,EV_039,2025-12-31,,completed,100,,,self,HR Business Partner,Middle,hybrid,ru,2022-05-17,workshop,online,3,False,1324,2,1,7,0.36363636363636365,0.2727272727272727,0.18181818181818182,0.18181818181818182,6,0.375,6,0.375,56,0.7758620689655172,0,13,completed,1
R001681,E0051,EV_033,2026-01-01,,completed,100,73.0,5.0,self,Sales Manager,Senior,office,kk,2023-01-30,course,online,10,False,1067,1,0,8,0.4166666666666667,0.16666666666666666,0.25,0.16666666666666666,4,0.6666666666666666,1,0.6666666666666666,11,0.6923076923076923,0,23,completed,1
R001682,E0093,EV_008,2026-01-01,,completed,100,,5.0,manager,Customer Support Specialist,Middle,hybrid,kk,2022-08-31,workshop,online,4,False,1219,1,0,7,0.5454545454545454,0.18181818181818182,0.09090909090909091,0.18181818181818182,6,0.625,3,0.8,64,0.7727272727272727,0,59,completed,1
R001683,E0124,EV_040,2026-01-01,,completed,100,,,self,Data Analyst,Middle,office,kk,2025-02-17,workshop,offline,4,False,318,1,0,1,0.2,0.2,0.2,0.4,0,0.5,0,0.5,85,0.7011494252873564,0,59,completed,1
R001684,E0165,EV_036,2026-01-01,,completed,100,,4.0,self,Product Manager,Junior,office,ru,2024-08-30,meetup,offline,2,False,489,3,2,6,0.5,0.3,0.1,0.1,5,0.5714285714285714,2,0.75,102,0.6730769230769231,0,48,completed,1
R001685,E0183,EV_008,2026-01-01,,completed,100,,5.0,self,Frontend Engineer,Middle,office,ru,2025-09-22,workshop,online,4,False,101,1,0,1,0.4,0.2,0.2,0.2,0,0.5,1,0.6666666666666666,64,0.7727272727272727,0,6,completed,1
R001686,E0193,EV_040,2026-01-01,,completed,100,,4.0,self,Data Analyst,Middle,office,ru,2022-08-01,workshop,offline,4,False,1249,1,0,4,0.625,0.125,0.125,0.125,2,0.75,2,0.75,85,0.7011494252873564,0,27,completed,1
R001687,E0006,EV_011,2026-01-02,,dropped,40,,,hr,Frontend Engineer,Lead,office,kk,2018-01-16,workshop,offline,6,False,2908,1,0,7,0.45454545454545453,0.09090909090909091,0.18181818181818182,0.2727272727272727,4,0.5,2,0.5,14,0.625,0,60,dropped,0
R001688,E0022,EV_004,2026-01-05,2026-01-22,completed,100,,5.0,hr,Data Analyst,Junior,hybrid,kk,2025-12-23,onboarding,offline,8,True,13,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,0,10,not_training_eligible,
R001689,E0026,EV_006,2026-01-05,,completed,100,,5.0,manager,Backend Engineer,Senior,hybrid,kk,2022-04-25,workshop,offline,12,False,1351,1,0,8,0.4166666666666667,0.25,0.08333333333333333,0.25,2,0.75,1,0.6666666666666666,16,0.6111111111111112,0,25,completed,1
R001690,E0034,EV_040,2026-01-05,,completed,100,,,manager,Data Analyst,Junior,office,kk,2025-08-01,workshop,offline,4,False,157,1,0,1,0.4,0.2,0.2,0.2,1,0.6666666666666666,1,0.6666666666666666,87,0.7078651685393258,0,87,completed,1
R001691,E0036,EV_040,2026-01-05,,no_show,0,,,hr,Frontend Engineer,Junior,remote,ru,2025-06-30,workshop,offline,4,False,189,1,0,1,0.4,0.2,0.2,0.2,0,0.5,1,0.6666666666666666,87,0.7078651685393258,0,63,no_show,0
R001692,E0097,EV_019,2026-01-05,,completed,100,,,hr,Backend Engineer,Senior,office,kk,2024-02-16,workshop,offline,8,False,689,1,0,7,0.45454545454545453,0.18181818181818182,0.09090909090909091,0.2727272727272727,2,0.25,1,0.3333333333333333,24,0.4230769230769231,0,12,completed,1
R001693,E0154,EV_009,2026-01-05,,completed,100,64.0,3.0,hr,Frontend Engineer,Middle,office,ru,2023-08-16,certification,self_paced,40,False,873,1,0,6,0.5,0.1,0.2,0.2,0,0.5,0,0.5,33,0.6,0,63,completed,1
R001694,E0164,EV_025,2026-01-05,,completed,100,79.0,5.0,self,Backend Engineer,Middle,hybrid,ru,2022-08-26,course,online,10,False,1228,1,0,6,0.5,0.2,0.2,0.1,1,0.6666666666666666,0,0.5,9,0.6363636363636364,0,63,completed,1
R001695,E0097,EV_039,2026-01-06,,no_show,0,,,self,Backend Engineer,Senior,office,kk,2024-02-16,workshop,online,3,False,690,1,0,8,0.5,0.16666666666666666,0.08333333333333333,0.25,4,0.8333333333333334,2,0.5,57,0.7796610169491526,0,1,no_show,0
R001696,E0111,EV_039,2026-01-06,,completed,100,,,manager,QA Engineer,Middle,office,ru,2024-06-19,workshop,online,3,False,566,1,0,6,0.7,0.1,0.1,0.1,3,0.8,2,0.75,57,0.7796610169491526,0,19,completed,1
R001697,E0065,EV_008,2026-01-07,,completed,100,,,self,QA Engineer,Middle,hybrid,en,2022-08-01,workshop,online,4,False,1255,2,1,7,0.5454545454545454,0.18181818181818182,0.09090909090909091,0.18181818181818182,3,0.6,3,0.6,66,0.7794117647058824,0,23,completed,1
R001698,E0082,EV_036,2026-01-07,,no_show,0,,,self,Frontend Engineer,Middle,office,ru,2025-03-27,meetup,offline,2,False,286,1,0,1,0.4,0.2,0.2,0.2,0,0.5,0,0.5,103,0.6761904761904762,0,65,no_show,0
R001699,E0083,EV_038,2026-01-07,,completed,100,61.0,,self,Customer Support Specialist,Senior,hybrid,ru,2025-01-30,course,online,16,False,342,1,0,3,0.42857142857142855,0.2857142857142857,0.14285714285714285,0.14285714285714285,3,0.6,0,0.5,47,0.7142857142857143,0,9,completed,1
R001700,E0170,EV_014,2026-01-07,,completed,100,,5.0,self,Frontend Engineer,Middle,hybrid,ru,2025-04-24,workshop,offline,8,False,258,1,0,5,0.3333333333333333,0.2222222222222222,0.2222222222222222,0.2222222222222222,1,0.3333333333333333,2,0.5,8,0.7,0,12,completed,1
R001701,E0091,EV_040,2026-01-08,,completed,100,,3.0,self,QA Engineer,Senior,hybrid,kk,2024-05-28,workshop,offline,4,False,590,1,0,6,0.6,0.2,0.1,0.1,1,0.6666666666666666,2,0.75,89,0.7032967032967034,0,37,completed,1
R001702,E0200,EV_008,2026-01-08,,completed,100,,5.0,self,Backend Engineer,Junior,hybrid,ru,2025-07-14,workshop,online,4,False,178,1,0,1,0.2,0.4,0.2,0.2,0,0.5,0,0.5,67,0.782608695652174,0,128,completed,1
R001703,E0072,EV_037,2026-01-09,,dropped,75,,,self,QA Engineer,Middle,office,ru,2024-04-15,mentoring,online,12,False,634,1,0,1,0.2,0.4,0.2,0.2,1,0.3333333333333333,0,0.5,73,0.7333333333333333,0,67,dropped,0
R001704,E0105,EV_039,2026-01-09,,completed,100,,4.0,self,HR Business Partner,Senior,office,kk,2024-04-22,workshop,online,3,False,627,1,0,7,0.5454545454545454,0.2727272727272727,0.09090909090909091,0.09090909090909091,7,0.6666666666666666,5,0.5714285714285714,59,0.7704918032786885,0,67,completed,1
R001705,E0112,EV_036,2026-01-09,,declined,0,,,manager,Customer Support Specialist,Senior,hybrid,ru,2019-12-30,meetup,offline,2,False,2202,1,0,9,0.6153846153846154,0.15384615384615385,0.07692307692307693,0.15384615384615385,1,0.6666666666666666,0,0.5,104,0.6698113207547169,0,25,declined,0
R001706,E0016,EV_004,2026-01-12,2026-01-22,completed,100,,5.0,hr,Backend Engineer,Junior,office,ru,2025-12-23,onboarding,offline,8,True,20,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,0,17,not_training_eligible,
R001707,E0002,EV_010,2026-01-13,,dropped,70,,,manager,Backend Engineer,Middle,remote,ru,2023-04-25,course,online,20,False,994,1,0,4,0.375,0.375,0.125,0.125,2,0.5,2,0.5,13,0.6666666666666666,0,71,dropped,0
R001708,E0027,EV_031,2026-01-13,,completed,100,,5.0,manager,HR Business Partner,Middle,remote,ru,2025-03-18,workshop,online,6,False,301,1,0,3,0.42857142857142855,0.2857142857142857,0.14285714285714285,0.14285714285714285,2,0.5,1,0.3333333333333333,8,0.6,0,71,completed,1
R001709,E0041,EV_036,2026-01-13,,completed,100,,3.0,self,Product Manager,Senior,office,kk,2023-09-22,meetup,offline,2,False,844,2,1,7,0.5454545454545454,0.18181818181818182,0.09090909090909091,0.18181818181818182,3,0.8,1,0.6666666666666666,105,0.6635514018691588,0,13,completed,1
R001710,E0047,EV_007,2026-01-13,,dropped,75,,1.0,self,Backend Engineer,Middle,office,ru,2022-12-22,mentoring,online,8,False,1118,3,2,12,0.5,0.25,0.1875,0.0625,6,0.625,3,0.4,14,0.5,0,21,dropped,0
R001711,E0080,EV_020,2026-01-13,,declined,0,,,hr,Data Analyst,Senior,hybrid,ru,2018-08-15,course,self_paced,40,False,2708,2,1,9,0.38461538461538464,0.38461538461538464,0.15384615384615385,0.07692307692307693,4,0.16666666666666666,7,0.3333333333333333,9,0.6363636363636364,0,26,declined,0
R001712,E0149,EV_008,2026-01-13,,completed,100,,5.0,self,Sales Manager,Middle,office,ru,2022-10-26,workshop,online,4,False,1175,1,0,10,0.7142857142857143,0.07142857142857142,0.14285714285714285,0.07142857142857142,4,0.6666666666666666,3,0.6,68,0.7857142857142857,0,26,completed,1
R001713,E0164,EV_012,2026-01-13,,completed,100,75.0,4.0,self,Backend Engineer,Middle,hybrid,ru,2022-08-26,course,self_paced,24,False,1236,1,0,7,0.5454545454545454,0.18181818181818182,0.18181818181818182,0.09090909090909091,0,0.5,1,0.6666666666666666,18,0.45,0,8,completed,1
R001714,E0189,EV_011,2026-01-13,,completed,100,,,self,QA Engineer,Senior,office,ru,2019-11-18,workshop,offline,6,False,2248,1,0,8,0.5833333333333334,0.16666666666666666,0.16666666666666666,0.08333333333333333,2,0.75,3,0.8,15,0.5882352941176471,0,41,completed,1
R001715,E0194,EV_039,2026-01-13,,completed,100,,3.0,self,Frontend Engineer,Senior,remote,ru,2021-07-14,workshop,online,3,False,1644,1,0,3,0.42857142857142855,0.14285714285714285,0.2857142857142857,0.14285714285714285,2,0.5,0,0.5,60,0.7741935483870968,0,71,completed,1
R001716,E0114,EV_039,2026-01-14,,completed,100,,,hr,Customer Support Specialist,Junior,hybrid,en,2024-11-14,workshop,online,3,False,426,1,0,2,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.3333333333333333,2,0.5,2,0.5,61,0.7777777777777778,0,72,completed,1
R001717,E0178,EV_004,2026-01-14,2026-01-21,completed,100,,4.0,hr,Backend Engineer,Middle,remote,kk,2025-12-22,onboarding,offline,8,True,23,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,0,20,not_training_eligible,
R001718,E0021,EV_037,2026-01-15,,completed,100,,3.0,self,Customer Support Specialist,Middle,remote,ru,2024-09-12,mentoring,online,12,False,490,2,1,5,0.4444444444444444,0.1111111111111111,0.3333333333333333,0.1111111111111111,3,0.6,1,0.3333333333333333,74,0.7236842105263158,0,21,completed,1
R001719,E0025,EV_040,2026-01-15,,declined,0,,,manager,Data Analyst,Junior,office,kk,2024-04-22,workshop,offline,4,False,633,1,0,2,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,0,0.5,2,0.75,90,0.7065217391304348,0,73,declined,0
R001720,E0090,EV_036,2026-01-15,,completed,100,,4.0,self,Data Analyst,Middle,office,ru,2025-06-24,meetup,offline,2,False,205,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,106,0.6666666666666666,0,73,completed,1
